system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,total_tokens,latency_seconds,eval_error
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/13,3,True,352,163,515,5.4722,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/14,1,True,352,153,505,4.1233,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/14,2,True,352,153,505,4.1511,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/14,3,True,352,153,505,4.7136,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/15,1,True,360,157,517,4.5913,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/15,2,True,360,157,517,4.5402,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/15,3,True,360,157,517,3.9128,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/16,1,True,325,126,451,3.8539,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/16,2,True,325,126,451,4.043,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/16,3,True,325,126,451,4.5615,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/17,1,True,906,449,1355,5.6928,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/17,2,True,906,449,1355,6.9887,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/17,3,True,906,449,1355,5.9287,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/18,1,True,504,270,774,4.9616,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/18,2,True,504,270,774,6.1979,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/18,3,True,504,270,774,5.3227,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/19,1,True,718,426,1144,7.175,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/19,2,True,718,426,1144,6.3936,
autogen_anthropic_claude_haiku_4_5,humaneval,HumanEval/19,3,True,664,371,1035,6.4489,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_2,1,True,507,219,726,5.5736,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_2,2,True,504,218,722,5.7723,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_2,3,True,475,204,679,5.5906,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_3,1,True,464,289,753,5.8616,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_3,2,True,464,289,753,5.5224,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_3,3,True,464,289,753,4.851,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_4,1,True,431,193,624,5.6443,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_4,2,True,431,193,624,4.8799,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_4,3,True,431,104,535,4.2327,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_6,1,True,577,364,941,5.7131,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_6,2,True,577,364,941,6.5153,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_6,3,True,687,378,1065,9.8077,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_7,1,True,527,245,772,6.9121,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_7,2,True,527,245,772,5.7103,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_7,3,True,527,245,772,5.1774,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_8,1,True,335,98,433,4.9394,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_8,2,True,335,98,433,4.99,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_8,3,True,335,98,433,5.993,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_9,1,True,962,579,1541,7.0406,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_9,2,True,923,560,1483,6.6306,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_9,3,True,884,529,1413,7.4117,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_11,1,True,542,332,874,9.1011,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_11,2,True,503,293,796,6.0957,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_11,3,True,542,332,874,5.7173,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_12,1,True,430,130,560,4.5645,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_12,2,True,430,200,630,5.1098,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_12,3,True,427,226,653,5.9433,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_14,1,True,425,235,660,4.6243,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_14,2,True,520,273,793,5.2596,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_14,3,True,405,215,620,5.7214,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_16,1,True,509,228,737,7.8709,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_16,2,True,509,228,737,5.2654,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_16,3,True,509,228,737,6.0281,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_17,1,True,234,52,286,3.6638,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_17,2,True,234,52,286,8.8165,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_17,3,True,234,52,286,4.2592,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_18,1,True,534,313,847,5.3254,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_18,2,True,534,313,847,5.8837,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_18,3,True,534,313,847,5.7628,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_19,1,True,328,146,474,4.7474,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_19,2,True,328,146,474,4.4942,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_19,3,True,328,146,474,4.6154,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_20,1,True,806,509,1315,6.6457,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_20,2,True,565,371,936,5.8367,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_20,3,True,819,523,1342,8.1305,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_56,1,True,705,399,1104,6.3363,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_56,2,True,696,361,1057,7.6621,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_56,3,True,347,219,566,5.0578,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_57,1,True,479,262,741,5.4173,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_57,2,True,475,258,733,5.0961,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_57,3,True,483,266,749,5.027,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_58,1,True,417,211,628,4.1078,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_58,2,True,417,211,628,5.1829,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_58,3,True,417,211,628,5.2162,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_59,1,True,315,137,452,3.9197,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_59,2,True,323,145,468,4.658,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_59,3,True,315,137,452,4.8691,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_61,1,True,767,474,1241,6.0668,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_61,2,True,767,474,1241,6.2143,
autogen_anthropic_claude_haiku_4_5,mbpp,mbpp_61,3,True,717,500,1217,6.6338,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/0,1,True,240,89,329,7.599,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/0,2,True,240,89,329,5.8939,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/0,3,True,240,89,329,6.2182,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/1,1,True,351,176,527,7.5928,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/1,2,True,351,178,529,7.1224,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/1,3,True,351,179,530,7.5553,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/2,1,True,237,66,303,5.0582,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/2,2,True,237,66,303,5.3192,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/2,3,True,237,66,303,7.8657,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/3,1,True,330,115,445,5.9128,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/3,2,True,330,115,445,7.1291,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/3,3,True,330,115,445,7.0014,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/4,1,True,294,100,394,6.4706,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/4,2,True,294,100,394,5.9409,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/4,3,True,294,100,394,9.8816,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/5,1,True,216,84,300,6.2903,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/5,2,True,216,84,300,6.882,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/5,3,True,216,84,300,6.2151,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/6,1,True,300,135,435,7.6053,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/6,2,True,300,131,431,6.9452,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/6,3,True,300,135,435,6.819,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/7,1,True,213,66,279,6.1242,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/7,2,True,213,66,279,5.4872,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/7,3,True,213,66,279,5.3219,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/8,1,True,303,104,407,6.5554,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/8,2,True,303,104,407,6.0761,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/8,3,True,303,104,407,5.3754,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/9,1,True,243,92,335,6.5735,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/9,2,True,243,92,335,6.3329,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/9,3,True,243,92,335,6.5637,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/10,1,True,369,166,535,8.167,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/10,2,True,369,157,526,7.202,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/10,3,True,369,166,535,8.0768,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/11,1,True,228,71,299,6.0876,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/11,2,True,228,71,299,6.6792,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/11,3,True,228,71,299,6.2059,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/12,1,True,276,84,360,5.722,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/12,2,True,276,84,360,5.5348,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/12,3,True,276,84,360,5.3407,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/13,1,True,171,53,224,5.2495,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/13,2,True,171,59,230,5.7888,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/13,3,True,171,59,230,5.6554,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/14,1,True,174,52,226,5.5128,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/14,2,True,174,52,226,5.7022,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/14,3,True,174,52,226,7.4136,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/15,1,True,177,53,230,6.064,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/15,2,True,177,53,230,5.0436,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/15,3,True,177,53,230,5.4793,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/16,1,True,174,42,216,5.2082,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/16,2,False,174,50,224,5.3379,"  File ""/tmp/harmonet_ext_g1__p09abap/candidate_test.py"", line 41, in <module>
    check(count_distinct_characters)
  File ""/tmp/harmonet_ext_g1__p09abap/candidate_test.py"", line 38, in check
    assert candidate('Jerry jERRY JeRRRY') == 5
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError"
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/16,3,True,174,42,216,5.6227,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/17,1,True,432,150,582,7.45,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/17,2,True,432,150,582,8.0203,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/17,3,True,432,150,582,8.2568,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/18,1,True,210,91,301,6.1825,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/18,2,True,210,91,301,6.6737,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/18,3,True,210,91,301,6.1375,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/19,1,True,267,118,385,6.7384,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/19,2,True,267,118,385,7.3683,
crewai_anthropic_claude_haiku_4_5,humaneval,HumanEval/19,3,True,267,118,385,6.7695,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_2,1,True,252,19,271,5.2976,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_2,2,True,252,19,271,5.4727,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_2,3,True,252,19,271,5.1222,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_3,1,True,150,54,204,5.8247,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_3,2,True,150,54,204,5.8321,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_3,3,True,150,54,204,5.6512,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_4,1,True,303,62,365,6.105,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_4,2,True,303,62,365,6.575,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_4,3,True,303,62,365,6.6092,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_6,1,True,189,28,217,5.128,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_6,2,True,189,28,217,5.4719,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_6,3,True,189,28,217,6.0754,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_7,1,True,255,53,308,5.6548,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_7,2,True,255,59,314,5.584,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_7,3,True,255,53,308,5.8968,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_8,1,True,213,15,228,4.6141,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_8,2,True,213,13,226,5.3866,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_8,3,True,213,15,228,4.1288,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_9,1,True,198,39,237,7.9192,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_9,2,True,198,31,229,5.8722,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_9,3,True,198,110,308,7.4576,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_11,1,True,186,40,226,6.4223,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_11,2,True,186,40,226,6.7127,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_11,3,True,186,40,226,6.4701,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_12,1,True,321,9,330,5.236,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_12,2,True,321,9,330,6.1503,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_12,3,True,321,9,330,4.6832,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_14,1,True,165,18,183,5.0314,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_14,2,True,165,18,183,4.8009,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_14,3,True,165,18,183,5.3275,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_16,1,True,186,11,197,5.6172,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_16,2,True,186,11,197,7.1253,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_16,3,True,186,11,197,6.0035,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_17,1,True,159,10,169,6.231,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_17,2,True,159,10,169,5.6987,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_17,3,True,159,10,169,4.9142,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_18,1,True,198,24,222,5.9132,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_18,2,True,198,24,222,6.9394,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_18,3,True,198,24,222,5.5055,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_19,1,True,159,26,185,5.7012,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_19,2,True,159,10,169,4.8701,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_19,3,True,159,26,185,5.5433,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_20,1,True,171,71,242,6.6421,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_20,2,True,171,71,242,6.3052,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_20,3,True,171,71,242,6.1217,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_56,1,True,186,19,205,5.233,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_56,2,True,186,19,205,5.7157,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_56,3,True,186,19,205,6.2575,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_57,1,True,195,74,269,5.9618,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_57,2,True,195,70,265,7.5436,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_57,3,True,195,55,250,7.2531,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_58,1,True,183,14,197,5.4283,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_58,2,True,183,14,197,5.1389,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_58,3,True,183,14,197,6.2169,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_59,1,True,156,15,171,5.3938,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_59,2,True,156,15,171,5.4656,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_59,3,True,156,15,171,4.9408,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_61,1,True,195,53,248,5.9966,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_61,2,True,195,53,248,6.2179,
crewai_anthropic_claude_haiku_4_5,mbpp,mbpp_61,3,True,195,53,248,5.8467,
