system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,token_source,total_tokens,latency_seconds,eval_error
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_61,2,True,671,619,measured,1290,6.7647,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_61,3,True,667,571,measured,1238,6.3165,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/0,1,True,873,495,measured,1368,6.5994,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/0,2,True,873,495,measured,1368,6.2226,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/0,3,True,869,489,measured,1358,6.1701,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/1,1,True,740,335,measured,1075,4.4987,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/1,2,True,726,315,measured,1041,4.3081,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/1,3,True,740,335,measured,1075,4.5516,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/2,1,True,608,273,measured,881,3.9315,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/2,2,True,470,66,measured,536,1.6534,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/2,3,True,470,66,measured,536,1.6218,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/3,1,True,636,162,measured,798,2.6865,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/3,2,True,636,162,measured,798,2.6567,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/3,3,True,636,162,measured,798,2.6656,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/4,1,True,854,498,measured,1352,6.2472,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/4,2,True,842,480,measured,1322,6.0683,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/4,3,True,842,480,measured,1322,6.0828,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/5,1,True,697,375,measured,1072,4.9356,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/5,2,True,703,394,measured,1097,5.1809,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/5,3,True,697,386,measured,1083,5.0719,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/6,1,True,715,312,measured,1027,4.3023,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/6,2,True,715,312,measured,1027,4.2515,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/6,3,True,887,570,measured,1457,7.0754,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/7,1,True,660,315,measured,975,4.2758,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/7,2,True,660,315,measured,975,4.2929,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/7,3,True,660,315,measured,975,4.2601,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/8,1,True,827,480,measured,1307,6.0468,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/8,2,True,827,480,measured,1307,6.0564,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/8,3,True,827,480,measured,1307,6.0616,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/9,1,True,765,441,measured,1206,5.6299,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/9,2,True,765,441,measured,1206,5.6379,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/9,3,True,765,441,measured,1206,5.6305,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/10,1,False,784,295,measured,1079,4.0721,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_x5z3movu\candidate_test.py"", line 46, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_x5z3movu\candidate_test.py"", line 41, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
autogen_qwen2.5_coder_7b,humaneval,HumanEval/10,2,False,753,236,measured,989,3.4714,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1__18tpycv\candidate_test.py"", line 40, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1__18tpycv\candidate_test.py"", line 35, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
autogen_qwen2.5_coder_7b,humaneval,HumanEval/10,3,False,790,304,measured,1094,4.2507,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_4jnv68iw\candidate_test.py"", line 48, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_4jnv68iw\candidate_test.py"", line 43, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
autogen_qwen2.5_coder_7b,humaneval,HumanEval/11,1,True,629,318,measured,947,4.3935,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/11,2,True,629,318,measured,947,4.3376,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/11,3,True,637,330,measured,967,4.4577,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/12,1,True,639,243,measured,882,3.5503,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/12,2,True,639,243,measured,882,3.5076,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/12,3,True,713,354,measured,1067,4.7363,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/13,1,True,567,270,measured,837,3.8043,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/13,2,True,567,270,measured,837,3.7984,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/13,3,True,567,270,measured,837,3.7967,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/14,1,True,506,237,measured,743,3.459,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/14,2,True,506,237,measured,743,3.4533,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/14,3,True,506,237,measured,743,3.4447,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/15,1,True,543,252,measured,795,3.6343,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/15,2,True,439,96,measured,535,1.9701,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/15,3,True,439,96,measured,535,1.9196,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/16,1,True,533,228,measured,761,3.4043,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/16,2,True,533,228,measured,761,3.3565,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/16,3,True,533,228,measured,761,3.3698,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/17,1,True,1105,627,measured,1732,7.6338,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/17,2,True,1105,627,measured,1732,7.6444,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/17,3,True,1103,624,measured,1727,7.6573,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/18,1,True,595,240,measured,835,3.4994,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/18,2,True,713,417,measured,1130,5.4068,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/18,3,True,595,240,measured,835,3.5216,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/19,1,True,880,591,measured,1471,7.2403,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/19,2,True,712,339,measured,1051,4.5967,
autogen_qwen2.5_coder_7b,humaneval,HumanEval/19,3,True,880,591,measured,1471,7.2747,
autogen_qwen2.5_coder_7b,mbpp,mbpp_2,1,True,665,87,measured,752,1.9047,
autogen_qwen2.5_coder_7b,mbpp,mbpp_2,2,True,665,87,measured,752,1.8694,
autogen_qwen2.5_coder_7b,mbpp,mbpp_2,3,True,677,105,measured,782,2.0797,
autogen_qwen2.5_coder_7b,mbpp,mbpp_3,1,True,458,174,measured,632,2.7941,
autogen_qwen2.5_coder_7b,mbpp,mbpp_3,2,True,458,174,measured,632,2.7626,
autogen_qwen2.5_coder_7b,mbpp,mbpp_3,3,True,458,174,measured,632,2.7519,
autogen_qwen2.5_coder_7b,mbpp,mbpp_4,1,True,912,174,measured,1086,2.8084,
autogen_qwen2.5_coder_7b,mbpp,mbpp_4,2,True,914,177,measured,1091,2.8468,
autogen_qwen2.5_coder_7b,mbpp,mbpp_4,3,True,924,187,measured,1111,2.9562,
autogen_qwen2.5_coder_7b,mbpp,mbpp_6,1,True,483,90,measured,573,1.9165,
autogen_qwen2.5_coder_7b,mbpp,mbpp_6,2,True,483,90,measured,573,1.8713,
autogen_qwen2.5_coder_7b,mbpp,mbpp_6,3,True,483,90,measured,573,1.8743,
autogen_qwen2.5_coder_7b,mbpp,mbpp_7,1,True,569,87,measured,656,1.8797,
autogen_qwen2.5_coder_7b,mbpp,mbpp_7,2,True,569,87,measured,656,1.8463,
autogen_qwen2.5_coder_7b,mbpp,mbpp_7,3,True,569,87,measured,656,1.861,
autogen_qwen2.5_coder_7b,mbpp,mbpp_8,1,True,645,66,measured,711,1.6364,
autogen_qwen2.5_coder_7b,mbpp,mbpp_8,2,True,643,63,measured,706,1.6101,
autogen_qwen2.5_coder_7b,mbpp,mbpp_8,3,True,643,63,measured,706,1.614,
autogen_qwen2.5_coder_7b,mbpp,mbpp_9,1,True,494,147,measured,641,2.5026,
autogen_qwen2.5_coder_7b,mbpp,mbpp_9,2,True,494,147,measured,641,2.4799,
autogen_qwen2.5_coder_7b,mbpp,mbpp_9,3,True,494,147,measured,641,2.4759,
autogen_qwen2.5_coder_7b,mbpp,mbpp_11,1,False,551,246,measured,797,3.5288,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_xqu5lqvj\candidate_test.py"", line 25, in <module>
    assert remove_Occ(""hello"",""l"") == ""heo""
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_11,2,True,551,240,measured,791,3.4829,
autogen_qwen2.5_coder_7b,mbpp,mbpp_11,3,True,551,240,measured,791,3.4872,
autogen_qwen2.5_coder_7b,mbpp,mbpp_12,1,True,805,54,measured,859,1.4968,
autogen_qwen2.5_coder_7b,mbpp,mbpp_12,2,True,805,54,measured,859,1.5018,
autogen_qwen2.5_coder_7b,mbpp,mbpp_12,3,True,805,54,measured,859,1.501,
autogen_qwen2.5_coder_7b,mbpp,mbpp_14,1,True,452,84,measured,536,1.8756,
autogen_qwen2.5_coder_7b,mbpp,mbpp_14,2,True,452,84,measured,536,1.8121,
autogen_qwen2.5_coder_7b,mbpp,mbpp_14,3,True,452,84,measured,536,1.8085,
autogen_qwen2.5_coder_7b,mbpp,mbpp_16,1,True,480,99,measured,579,2.0252,
autogen_qwen2.5_coder_7b,mbpp,mbpp_16,2,True,461,69,measured,530,1.6692,
autogen_qwen2.5_coder_7b,mbpp,mbpp_16,3,True,461,69,measured,530,1.6412,
autogen_qwen2.5_coder_7b,mbpp,mbpp_17,1,True,397,60,measured,457,1.6025,
autogen_qwen2.5_coder_7b,mbpp,mbpp_17,2,True,397,60,measured,457,1.5452,
autogen_qwen2.5_coder_7b,mbpp,mbpp_17,3,True,397,60,measured,457,1.5736,
autogen_qwen2.5_coder_7b,mbpp,mbpp_18,1,True,500,96,measured,596,1.9353,
autogen_qwen2.5_coder_7b,mbpp,mbpp_18,2,True,500,96,measured,596,1.9499,
autogen_qwen2.5_coder_7b,mbpp,mbpp_18,3,True,500,96,measured,596,1.9326,
autogen_qwen2.5_coder_7b,mbpp,mbpp_19,1,True,475,60,measured,535,1.6099,
autogen_qwen2.5_coder_7b,mbpp,mbpp_19,2,True,475,60,measured,535,1.5603,
autogen_qwen2.5_coder_7b,mbpp,mbpp_19,3,True,475,60,measured,535,1.5827,
autogen_qwen2.5_coder_7b,mbpp,mbpp_20,1,False,582,306,measured,888,4.2169,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_hzhu8csk\candidate_test.py"", line 30, in <module>
    assert is_woodall(383) == True
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_20,2,False,536,237,measured,773,3.478,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_g8jfem_z\candidate_test.py"", line 28, in <module>
    assert is_woodall(383) == True
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_20,3,False,540,243,measured,783,3.5303,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_eizi7dcc\candidate_test.py"", line 28, in <module>
    assert is_woodall(383) == True
AssertionError"
autogen_qwen2.5_coder_7b,mbpp,mbpp_56,1,True,408,99,measured,507,2.0127,
autogen_qwen2.5_coder_7b,mbpp,mbpp_56,2,True,408,99,measured,507,1.9727,
autogen_qwen2.5_coder_7b,mbpp,mbpp_56,3,True,408,99,measured,507,1.957,
autogen_qwen2.5_coder_7b,mbpp,mbpp_57,1,True,500,84,measured,584,1.8746,
autogen_qwen2.5_coder_7b,mbpp,mbpp_57,2,True,558,171,measured,729,2.7729,
autogen_qwen2.5_coder_7b,mbpp,mbpp_57,3,True,500,84,measured,584,1.8332,
autogen_qwen2.5_coder_7b,mbpp,mbpp_58,1,True,443,75,measured,518,1.7761,
autogen_qwen2.5_coder_7b,mbpp,mbpp_58,2,True,443,75,measured,518,1.7339,
autogen_qwen2.5_coder_7b,mbpp,mbpp_58,3,True,443,75,measured,518,1.7241,
autogen_qwen2.5_coder_7b,mbpp,mbpp_59,1,True,412,69,measured,481,1.6941,
autogen_qwen2.5_coder_7b,mbpp,mbpp_59,2,True,412,69,measured,481,1.6535,
autogen_qwen2.5_coder_7b,mbpp,mbpp_59,3,True,412,69,measured,481,1.6501,
autogen_qwen2.5_coder_7b,mbpp,mbpp_61,1,True,601,276,measured,877,3.8766,
autogen_qwen2.5_coder_7b,mbpp,mbpp_61,2,True,601,276,measured,877,3.8872,
autogen_qwen2.5_coder_7b,mbpp,mbpp_61,3,True,601,276,measured,877,3.8622,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/0,1,True,1039,489,measured,1528,10.7912,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/0,2,True,937,387,measured,1324,6.5783,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/0,3,True,845,198,measured,1043,4.639,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/1,1,True,903,328,measured,1231,5.925,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/1,2,True,903,328,measured,1231,5.8149,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/1,3,True,891,310,measured,1201,5.6631,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/2,1,True,778,273,measured,1051,5.3402,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/2,2,True,640,66,measured,706,3.1491,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/2,3,True,778,273,measured,1051,5.2888,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/3,1,True,896,347,measured,1243,6.179,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/3,2,True,896,347,measured,1243,6.1471,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/3,3,True,806,162,measured,968,4.0857,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/4,1,True,802,165,measured,967,4.2139,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/4,2,True,802,165,measured,967,4.199,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/4,3,True,802,165,measured,967,4.1703,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/5,1,True,805,316,measured,1121,5.8472,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/5,2,True,799,307,measured,1106,5.7149,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/5,3,True,799,307,measured,1106,5.6485,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/6,1,True,966,479,measured,1445,7.5403,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/6,2,True,966,479,measured,1445,7.4957,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/6,3,True,880,307,measured,1187,5.6902,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/7,1,True,761,246,measured,1007,5.1001,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/7,2,True,761,246,measured,1007,5.0185,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/7,3,True,761,246,measured,1007,5.0237,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/8,1,True,997,480,measured,1477,7.5011,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/8,2,True,995,477,measured,1472,7.5399,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/8,3,True,988,470,measured,1458,7.5041,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/9,1,True,935,441,measured,1376,7.1565,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/9,2,True,941,450,measured,1391,7.2448,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/9,3,True,941,450,measured,1391,7.1764,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/10,1,False,923,234,measured,1157,4.9238,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_wghem1sr\candidate_test.py"", line 40, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_wghem1sr\candidate_test.py"", line 35, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
crewai_qwen2.5_coder_7b,humaneval,HumanEval/10,2,False,923,234,measured,1157,4.9138,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_v8hu3jzz\candidate_test.py"", line 40, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_v8hu3jzz\candidate_test.py"", line 35, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
crewai_qwen2.5_coder_7b,humaneval,HumanEval/10,3,False,923,234,measured,1157,4.8679,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_zk3g3wub\candidate_test.py"", line 40, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_zk3g3wub\candidate_test.py"", line 35, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
crewai_qwen2.5_coder_7b,humaneval,HumanEval/11,1,True,737,256,measured,993,5.2058,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/11,2,True,737,256,measured,993,5.0637,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/11,3,True,745,268,measured,1013,5.2839,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/12,1,True,798,269,measured,1067,5.3744,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/12,2,True,798,269,measured,1067,5.2227,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/12,3,True,798,269,measured,1067,5.2034,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/13,1,True,737,270,measured,1007,5.2284,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/13,2,True,737,270,measured,1007,5.2839,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/13,3,True,737,270,measured,1007,5.2824,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/14,1,True,635,196,measured,831,4.4981,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/14,2,True,635,196,measured,831,4.4937,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/14,3,True,635,196,measured,831,4.4346,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/15,1,True,609,96,measured,705,3.5277,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/15,2,True,609,96,measured,705,3.3693,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/15,3,True,609,96,measured,705,3.4179,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/16,1,True,703,228,measured,931,4.9315,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/16,2,True,599,72,measured,671,3.1891,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/16,3,True,703,228,measured,931,4.8365,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/17,1,True,1265,612,measured,1877,9.0368,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/17,2,True,1022,250,measured,1272,5.0931,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/17,3,True,1017,240,measured,1257,5.0352,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/18,1,True,749,216,measured,965,4.7268,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/18,2,True,749,216,measured,965,4.6402,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/18,3,True,749,216,measured,965,4.7423,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/19,1,True,1050,591,measured,1641,8.8445,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/19,2,True,1050,591,measured,1641,8.745,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/19,3,True,872,324,measured,1196,5.8443,
crewai_qwen2.5_coder_7b,mbpp,mbpp_2,1,True,826,75,measured,901,3.2989,
crewai_qwen2.5_coder_7b,mbpp,mbpp_2,2,True,826,75,measured,901,3.2003,
crewai_qwen2.5_coder_7b,mbpp,mbpp_2,3,True,826,75,measured,901,3.2011,
crewai_qwen2.5_coder_7b,mbpp,mbpp_3,1,True,628,174,measured,802,4.2991,
crewai_qwen2.5_coder_7b,mbpp,mbpp_3,2,True,720,312,measured,1032,5.7501,
crewai_qwen2.5_coder_7b,mbpp,mbpp_3,3,True,720,312,measured,1032,5.7301,
crewai_qwen2.5_coder_7b,mbpp,mbpp_4,1,True,1019,81,measured,1100,3.2638,
crewai_qwen2.5_coder_7b,mbpp,mbpp_4,2,True,1073,162,measured,1235,4.141,
crewai_qwen2.5_coder_7b,mbpp,mbpp_4,3,True,1073,162,measured,1235,4.126,
crewai_qwen2.5_coder_7b,mbpp,mbpp_6,1,True,667,111,measured,778,3.6804,
crewai_qwen2.5_coder_7b,mbpp,mbpp_6,2,True,663,105,measured,768,3.5317,
crewai_qwen2.5_coder_7b,mbpp,mbpp_6,3,True,667,111,measured,778,3.6469,
crewai_qwen2.5_coder_7b,mbpp,mbpp_7,1,True,738,87,measured,825,3.3903,
crewai_qwen2.5_coder_7b,mbpp,mbpp_7,2,True,738,87,measured,825,3.3321,
crewai_qwen2.5_coder_7b,mbpp,mbpp_7,3,True,738,87,measured,825,3.3731,
crewai_qwen2.5_coder_7b,mbpp,mbpp_8,1,True,814,66,measured,880,3.1175,
crewai_qwen2.5_coder_7b,mbpp,mbpp_8,2,True,814,66,measured,880,3.1378,
crewai_qwen2.5_coder_7b,mbpp,mbpp_8,3,True,814,66,measured,880,3.1463,
crewai_qwen2.5_coder_7b,mbpp,mbpp_9,1,True,664,147,measured,811,3.9622,
crewai_qwen2.5_coder_7b,mbpp,mbpp_9,2,True,664,147,measured,811,3.9169,
crewai_qwen2.5_coder_7b,mbpp,mbpp_9,3,True,664,147,measured,811,3.9651,
crewai_qwen2.5_coder_7b,mbpp,mbpp_11,1,True,720,240,measured,960,4.9685,
crewai_qwen2.5_coder_7b,mbpp,mbpp_11,2,True,720,240,measured,960,4.9638,
crewai_qwen2.5_coder_7b,mbpp,mbpp_11,3,True,720,240,measured,960,4.8753,
crewai_qwen2.5_coder_7b,mbpp,mbpp_12,1,True,974,54,measured,1028,2.9749,
crewai_qwen2.5_coder_7b,mbpp,mbpp_12,2,True,974,54,measured,1028,3.0196,
crewai_qwen2.5_coder_7b,mbpp,mbpp_12,3,True,974,54,measured,1028,2.9723,
crewai_qwen2.5_coder_7b,mbpp,mbpp_14,1,True,622,84,measured,706,3.3878,
crewai_qwen2.5_coder_7b,mbpp,mbpp_14,2,True,622,84,measured,706,3.2645,
crewai_qwen2.5_coder_7b,mbpp,mbpp_14,3,True,622,84,measured,706,3.278,
crewai_qwen2.5_coder_7b,mbpp,mbpp_16,1,True,630,69,measured,699,3.1667,
crewai_qwen2.5_coder_7b,mbpp,mbpp_16,2,True,654,105,measured,759,3.5216,
crewai_qwen2.5_coder_7b,mbpp,mbpp_16,3,True,630,69,measured,699,3.1712,
crewai_qwen2.5_coder_7b,mbpp,mbpp_17,1,True,567,60,measured,627,3.1569,
crewai_qwen2.5_coder_7b,mbpp,mbpp_17,2,True,567,60,measured,627,3.0773,
crewai_qwen2.5_coder_7b,mbpp,mbpp_17,3,True,567,60,measured,627,3.0639,
crewai_qwen2.5_coder_7b,mbpp,mbpp_18,1,True,671,99,measured,770,3.5066,
crewai_qwen2.5_coder_7b,mbpp,mbpp_18,2,True,669,96,measured,765,3.4615,
crewai_qwen2.5_coder_7b,mbpp,mbpp_18,3,True,671,99,measured,770,3.5004,
crewai_qwen2.5_coder_7b,mbpp,mbpp_19,1,True,685,120,measured,805,3.7547,
crewai_qwen2.5_coder_7b,mbpp,mbpp_19,2,True,645,60,measured,705,3.0041,
crewai_qwen2.5_coder_7b,mbpp,mbpp_19,3,True,685,120,measured,805,3.6639,
crewai_qwen2.5_coder_7b,mbpp,mbpp_20,1,False,706,237,measured,943,4.9675,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_ucqlw3q5\candidate_test.py"", line 28, in <module>
    assert is_woodall(383) == True
AssertionError"
crewai_qwen2.5_coder_7b,mbpp,mbpp_20,2,False,752,306,measured,1058,5.6013,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_3pd9hdq3\candidate_test.py"", line 30, in <module>
    assert is_woodall(383) == True
AssertionError"
crewai_qwen2.5_coder_7b,mbpp,mbpp_20,3,False,752,306,measured,1058,5.6018,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_arxfbp0x\candidate_test.py"", line 30, in <module>
    assert is_woodall(383) == True
AssertionError"
crewai_qwen2.5_coder_7b,mbpp,mbpp_56,1,True,578,99,measured,677,3.5298,
crewai_qwen2.5_coder_7b,mbpp,mbpp_56,2,True,578,99,measured,677,3.447,
crewai_qwen2.5_coder_7b,mbpp,mbpp_56,3,True,578,99,measured,677,3.4732,
crewai_qwen2.5_coder_7b,mbpp,mbpp_57,1,True,670,84,measured,754,3.3609,
crewai_qwen2.5_coder_7b,mbpp,mbpp_57,2,True,670,84,measured,754,3.3431,
crewai_qwen2.5_coder_7b,mbpp,mbpp_57,3,True,670,84,measured,754,3.2461,
crewai_qwen2.5_coder_7b,mbpp,mbpp_58,1,True,613,75,measured,688,3.2841,
crewai_qwen2.5_coder_7b,mbpp,mbpp_58,2,True,613,75,measured,688,3.1794,
crewai_qwen2.5_coder_7b,mbpp,mbpp_58,3,True,613,75,measured,688,3.2167,
crewai_qwen2.5_coder_7b,mbpp,mbpp_59,1,True,582,69,measured,651,3.1916,
crewai_qwen2.5_coder_7b,mbpp,mbpp_59,2,True,604,102,measured,706,3.5067,
crewai_qwen2.5_coder_7b,mbpp,mbpp_59,3,True,582,69,measured,651,3.0888,
crewai_qwen2.5_coder_7b,mbpp,mbpp_61,1,True,729,213,measured,942,4.6991,
crewai_qwen2.5_coder_7b,mbpp,mbpp_61,2,True,789,303,measured,1092,5.5916,
crewai_qwen2.5_coder_7b,mbpp,mbpp_61,3,True,799,318,measured,1117,5.8576,
